neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,room_type_n
Manhattan,Entire home/apt,146,7,3,0.21,1
Brooklyn,Private room,120,1,16,1.55,0
Queens,Entire home/apt,150,2,21,1.07,1
Manhattan,Private room,249,3,1,0.02,0
Brooklyn,Private room,43,4,4,0.34,0
Brooklyn,Private room,75,1,2,1.07,0
Brooklyn,Entire home/apt,159,2,32,0.99,1
Brooklyn,Private room,64,2,2,0.06,0
Brooklyn,Private room,65,7,10,0.28,0
Manhattan,Private room,120,4,0,0.0,0
Brooklyn,Private room,80,2,48,0.93,0
Brooklyn,Private room,58,2,1,0.25,0
Manhattan,Entire home/apt,135,3,3,0.1,1
Brooklyn,Entire home/apt,100,2,143,3.41,1
Manhattan,Private room,125,3,0,0.0,0
Queens,Shared room,38,1,127,1.67,2
Manhattan,Entire home/apt,160,3,20,0.89,1
Manhattan,Private room,65,3,5,0.14,0
Manhattan,Entire home/apt,299,10,19,0.27,1
Manhattan,Private room,129,1,47,2.8,0
Brooklyn,Entire home/apt,250,2,5,5.0,1
Brooklyn,Private room,45,1,6,0.97,0
Queens,Private room,48,1,436,16.03,0
Queens,Private room,100,3,5,1.4,0
Manhattan,Private room,110,1,67,4.51,0
Manhattan,Private room,80,3,0,0.0,0
Brooklyn,Entire home/apt,140,3,0,0.0,1
Brooklyn,Entire home/apt,200,4,13,0.22,1
Queens,Entire home/apt,125,1,13,0.22,1
Manhattan,Private room,95,2,5,1.9,0
Manhattan,Entire home/apt,175,1,1,0.16,1
Brooklyn,Private room,50,1,26,9.4,0
Queens,Entire home/apt,215,2,2,2.0,1
Brooklyn,Entire home/apt,105,2,15,0.31,1
Brooklyn,Private room,135,1,0,0.0,0
Brooklyn,Private room,40,2,11,3.17,0
Brooklyn,Entire home/apt,200,5,0,0.0,1
Queens,Private room,66,2,56,2.27,0
Brooklyn,Private room,150,2,1,0.14,0
Brooklyn,Private room,75,2,6,0.69,0
Manhattan,Private room,252,2,3,0.16,0
Manhattan,Private room,130,1,3,0.05,0
Manhattan,Entire home/apt,95,1,105,3.87,1
Brooklyn,Entire home/apt,280,2,41,1.51,1
Brooklyn,Entire home/apt,99,1,187,5.43,1
Brooklyn,Private room,80,2,20,1.14,0
Queens,Private room,25,2,75,4.29,0
Brooklyn,Private room,65,2,12,0.26,0
Brooklyn,Entire home/apt,150,2,13,1.53,1
Brooklyn,Private room,50,2,3,0.35,0
Queens,Private room,80,5,30,0.66,0
Brooklyn,Private room,85,2,2,0.24,0
Queens,Private room,95,7,0,0.0,0
Manhattan,Entire home/apt,198,2,22,0.64,1
Brooklyn,Entire home/apt,220,4,4,0.11,1
Manhattan,Shared room,45,1,19,5.64,2
Brooklyn,Private room,79,1,1,0.09,0
Queens,Private room,99,1,0,0.0,0
Brooklyn,Private room,42,7,6,0.1,0
Brooklyn,Private room,100,1,30,0.8,0
Manhattan,Private room,100,2,0,0.0,0
Bronx,Private room,41,1,0,0.0,0
Brooklyn,Private room,44,4,47,1.3,0
Manhattan,Entire home/apt,150,4,3,0.47,1
Manhattan,Private room,100,2,55,3.06,0
Bronx,Private room,46,4,43,1.65,0
Queens,Private room,68,1,0,0.0,0
Queens,Entire home/apt,44,1,3,3.0,1
Manhattan,Private room,100,2,102,3.84,0
Brooklyn,Entire home/apt,90,2,13,0.7,1
Brooklyn,Private room,65,7,4,0.49,0
Manhattan,Entire home/apt,150,1,94,1.48,1
Manhattan,Private room,75,3,4,0.4,0
Manhattan,Private room,82,1,7,2.44,0
Brooklyn,Entire home/apt,179,2,5,0.19,1
Manhattan,Entire home/apt,150,1,103,4.79,1
Brooklyn,Shared room,41,2,4,1.64,2
Brooklyn,Entire home/apt,99,1,93,1.28,1
Brooklyn,Private room,60,1,36,2.79,0
Manhattan,Entire home/apt,244,2,9,2.31,1
Brooklyn,Shared room,25,7,1,0.67,2
Brooklyn,Entire home/apt,90,1,3,0.06,1
Manhattan,Entire home/apt,215,2,12,2.55,1
Brooklyn,Entire home/apt,100,5,83,2.5,1
Manhattan,Entire home/apt,222,2,0,0.0,1
Manhattan,Entire home/apt,250,2,26,0.58,1
Manhattan,Private room,67,1,26,6.19,0
Queens,Private room,50,1,1,0.2,0
Brooklyn,Private room,55,1,1,0.02,0
Queens,Private room,39,3,1,0.09,0
Manhattan,Entire home/apt,150,7,10,0.18,1
Manhattan,Private room,80,1,139,4.59,0
Manhattan,Entire home/apt,325,3,4,0.11,1
Queens,Private room,50,3,58,4.69,0
Staten Island,Private room,54,4,0,0.0,0
Brooklyn,Private room,40,1,11,1.09,0
Brooklyn,Entire home/apt,200,3,4,0.34,1
Manhattan,Private room,180,3,0,0.0,0
Brooklyn,Entire home/apt,79,3,1,0.77,1
Manhattan,Private room,289,2,128,4.52,0
Manhattan,Entire home/apt,280,7,0,0.0,1
Manhattan,Shared room,75,1,4,2.35,2
Brooklyn,Private room,90,3,12,1.3,0
Brooklyn,Private room,70,1,15,0.39,0
Queens,Private room,100,4,0,0.0,0
Manhattan,Private room,65,2,43,0.85,0
Manhattan,Private room,120,4,37,3.22,0
Brooklyn,Entire home/apt,225,1,27,3.36,1
Brooklyn,Entire home/apt,145,2,207,4.26,1
Manhattan,Entire home/apt,210,5,0,0.0,1
Brooklyn,Entire home/apt,100,1,1,0.25,1
Brooklyn,Private room,62,2,3,0.13,0
Manhattan,Entire home/apt,129,2,0,0.0,1
Manhattan,Entire home/apt,200,2,0,0.0,1
Manhattan,Private room,73,4,69,1.77,0
Brooklyn,Private room,85,3,23,0.42,0
Manhattan,Entire home/apt,115,3,18,0.21,1
Brooklyn,Private room,45,7,1,0.05,0
Manhattan,Private room,95,2,6,0.41,0
Brooklyn,Private room,130,4,9,0.2,0
Brooklyn,Shared room,50,3,0,0.0,2
Manhattan,Private room,120,7,14,0.62,0
Brooklyn,Private room,46,3,1,1.0,0
Brooklyn,Private room,120,2,77,1.68,0
Brooklyn,Entire home/apt,110,3,20,1.0,1
Brooklyn,Entire home/apt,125,2,40,0.99,1
Manhattan,Entire home/apt,130,1,35,1.63,1
Brooklyn,Entire home/apt,100,4,2,0.09,1
Manhattan,Private room,300,1,5,5.0,0
Queens,Entire home/apt,112,6,2,0.11,1
Brooklyn,Entire home/apt,175,4,3,0.58,1
Brooklyn,Private room,60,2,34,1.0,0
Brooklyn,Entire home/apt,190,4,1,0.02,1
Manhattan,Private room,85,1,1,0.02,0
Brooklyn,Private room,70,4,0,0.0,0
Brooklyn,Entire home/apt,150,1,12,0.33,1
Brooklyn,Entire home/apt,200,2,3,0.08,1
Manhattan,Entire home/apt,100,6,4,0.08,1
Brooklyn,Entire home/apt,160,3,0,0.0,1
Brooklyn,Entire home/apt,150,2,14,1.45,1
Manhattan,Entire home/apt,135,1,0,0.0,1
Brooklyn,Entire home/apt,179,3,52,2.39,1
Manhattan,Entire home/apt,100,7,1,0.09,1
Brooklyn,Private room,120,2,0,0.0,0
Brooklyn,Private room,75,4,2,0.09,0
Brooklyn,Private room,79,1,195,7.79,0
Queens,Private room,77,1,1,0.73,0
Bronx,Shared room,28,1,10,6.82,2
Manhattan,Entire home/apt,215,3,2,0.98,1
Brooklyn,Entire home/apt,50,1,8,2.47,1
Manhattan,Entire home/apt,89,6,48,4.21,1
Manhattan,Entire home/apt,250,1,88,2.13,1
Brooklyn,Private room,130,1,0,0.0,0
Bronx,Private room,80,3,52,4.79,0
Brooklyn,Private room,45,2,0,0.0,0
Brooklyn,Private room,250,2,0,0.0,0
Brooklyn,Entire home/apt,285,4,19,0.68,1
Brooklyn,Private room,55,2,4,0.11,0
Manhattan,Private room,60,2,13,0.45,0
Brooklyn,Entire home/apt,210,2,115,2.66,1
Queens,Entire home/apt,65,3,49,4.06,1
Manhattan,Private room,75,1,15,0.61,0
Manhattan,Entire home/apt,120,2,0,0.0,1
Brooklyn,Private room,42,1,29,1.13,0
Brooklyn,Entire home/apt,175,5,10,0.49,1
Brooklyn,Entire home/apt,129,1,28,5.22,1
Brooklyn,Private room,50,1,2,0.04,0
Queens,Entire home/apt,250,2,6,0.27,1
Brooklyn,Entire home/apt,185,6,60,3.22,1
Staten Island,Entire home/apt,138,1,51,7.18,1
Brooklyn,Entire home/apt,275,2,20,1.83,1
Brooklyn,Entire home/apt,130,4,13,0.48,1
Manhattan,Private room,30,8,1,0.02,0
Brooklyn,Entire home/apt,80,7,23,0.27,1
Manhattan,Private room,93,1,2,0.13,0
Brooklyn,Entire home/apt,100,3,2,1.18,1
Manhattan,Private room,70,1,6,0.11,0
Brooklyn,Entire home/apt,105,6,0,0.0,1
Manhattan,Entire home/apt,180,1,5,0.09,1
Brooklyn,Private room,55,2,16,2.57,0
Queens,Private room,89,1,0,0.0,0
Manhattan,Entire home/apt,225,3,0,0.0,1
Queens,Entire home/apt,130,3,39,0.89,1
Bronx,Entire home/apt,75,3,0,0.0,1
Brooklyn,Entire home/apt,150,4,9,0.74,1
Manhattan,Entire home/apt,196,2,1,1.0,1
Manhattan,Entire home/apt,130,6,2,0.14,1
Manhattan,Entire home/apt,225,3,11,5.08,1
Brooklyn,Private room,50,5,0,0.0,0
Manhattan,Entire home/apt,180,10,0,0.0,1
Queens,Private room,35,3,1,0.05,0
Queens,Entire home/apt,179,1,1,1.0,1
Brooklyn,Private room,200,1,0,0.0,0
Brooklyn,Private room,30,1,0,0.0,0
Manhattan,Shared room,35,1,118,4.21,2
Manhattan,Private room,85,3,0,0.0,0
Manhattan,Private room,176,2,123,1.63,0
Brooklyn,Private room,90,2,39,5.37,0
Manhattan,Entire home/apt,125,2,12,3.05,1
Manhattan,Private room,129,2,13,0.27,0
Brooklyn,Private room,100,2,0,0.0,0
Brooklyn,Entire home/apt,215,2,49,3.95,1
Brooklyn,Private room,60,1,4,0.84,0
Manhattan,Entire home/apt,92,2,0,0.0,1
Manhattan,Private room,180,2,62,1.34,0
Manhattan,Private room,199,1,17,2.34,0
Brooklyn,Entire home/apt,150,5,4,1.9,1
Manhattan,Entire home/apt,215,3,0,0.0,1
Brooklyn,Entire home/apt,155,2,10,2.11,1
Brooklyn,Private room,55,1,5,0.1,0
Manhattan,Private room,102,2,6,0.26,0
Brooklyn,Entire home/apt,120,3,2,0.05,1
Manhattan,Entire home/apt,199,2,18,2.56,1
Queens,Private room,100,2,23,1.23,0
Brooklyn,Entire home/apt,120,3,2,0.05,1
Manhattan,Private room,43,6,6,0.12,0
Manhattan,Entire home/apt,225,3,134,1.53,1
Brooklyn,Private room,36,7,8,0.26,0
Brooklyn,Entire home/apt,155,4,1,1.0,1
Brooklyn,Entire home/apt,150,2,1,0.03,1
Manhattan,Entire home/apt,150,1,18,3.83,1
Manhattan,Entire home/apt,214,3,20,3.3,1
Brooklyn,Private room,60,2,23,2.46,0
Queens,Private room,32,1,3,1.76,0
Manhattan,Entire home/apt,225,1,0,0.0,1
Brooklyn,Entire home/apt,150,2,14,0.46,1
Manhattan,Entire home/apt,170,4,28,0.82,1
Brooklyn,Private room,50,4,11,0.48,0
Manhattan,Private room,115,6,11,0.5,0
Manhattan,Private room,119,2,3,1.32,0
Brooklyn,Private room,115,1,19,5.33,0
Brooklyn,Private room,110,3,26,1.21,0
Manhattan,Entire home/apt,86,1,5,0.13,1
Manhattan,Private room,44,3,108,1.11,0
Queens,Private room,40,4,15,0.3,0
Manhattan,Private room,120,2,32,3.74,0
Manhattan,Private room,65,2,4,0.09,0
Brooklyn,Entire home/apt,147,2,12,0.49,1
Manhattan,Private room,150,2,17,1.95,0
Queens,Private room,39,1,4,0.17,0
Queens,Entire home/apt,100,4,14,0.53,1
Manhattan,Entire home/apt,85,5,4,0.11,1
Manhattan,Entire home/apt,240,3,6,0.4,1
Manhattan,Private room,70,7,12,0.28,0
Brooklyn,Entire home/apt,95,3,2,0.04,1
Queens,Private room,35,1,17,2.79,0
Brooklyn,Private room,60,3,2,0.06,0
Brooklyn,Entire home/apt,175,5,20,2.84,1
Brooklyn,Entire home/apt,79,3,37,2.73,1
Brooklyn,Entire home/apt,82,2,0,0.0,1
Brooklyn,Private room,55,2,56,1.23,0
Manhattan,Private room,105,2,0,0.0,0
Manhattan,Private room,65,2,3,0.08,0
Brooklyn,Private room,160,1,45,1.62,0
Manhattan,Entire home/apt,225,2,14,1.35,1
Manhattan,Entire home/apt,140,2,19,1.76,1
Manhattan,Entire home/apt,250,4,26,0.61,1
Queens,Private room,45,1,8,0.3,0
Brooklyn,Private room,80,2,0,0.0,0
Manhattan,Private room,125,1,24,0.7,0
Brooklyn,Entire home/apt,109,9,0,0.0,1
Brooklyn,Entire home/apt,99,2,68,2.51,1
Manhattan,Shared room,70,1,88,5.44,2
Manhattan,Entire home/apt,180,2,134,4.17,1
Brooklyn,Entire home/apt,150,1,10,3.49,1
Bronx,Entire home/apt,119,4,48,0.98,1
Brooklyn,Private room,44,3,4,0.28,0
Manhattan,Entire home/apt,220,3,3,0.26,1
Brooklyn,Private room,35,3,7,0.57,0
Manhattan,Entire home/apt,130,1,4,0.14,1
Manhattan,Private room,99,2,48,1.3,0
Brooklyn,Private room,30,1,1,0.03,0
Manhattan,Entire home/apt,137,1,10,1.03,1
Brooklyn,Private room,70,7,13,0.28,0
Manhattan,Entire home/apt,249,3,35,0.42,1
Brooklyn,Entire home/apt,180,3,2,0.21,1
Brooklyn,Private room,65,2,51,0.81,0
Queens,Entire home/apt,80,2,83,4.47,1
Brooklyn,Entire home/apt,169,2,80,3.58,1
Bronx,Private room,50,1,24,2.24,0
Brooklyn,Entire home/apt,250,4,61,1.89,1
Brooklyn,Entire home/apt,80,2,1,0.04,1
Manhattan,Entire home/apt,250,2,0,0.0,1
Manhattan,Private room,80,1,46,1.93,0
Manhattan,Private room,70,7,1,0.08,0
Manhattan,Entire home/apt,276,4,46,1.15,1
Brooklyn,Private room,65,1,0,0.0,0
Brooklyn,Private room,88,2,5,0.53,0
Queens,Private room,100,1,2,2.0,0
Manhattan,Entire home/apt,272,5,4,0.08,1
Bronx,Private room,40,7,2,1.76,0
Manhattan,Entire home/apt,180,2,166,4.44,1
Manhattan,Entire home/apt,170,5,26,0.55,1
Queens,Private room,59,1,3,0.57,0
Manhattan,Entire home/apt,230,5,6,0.15,1
Brooklyn,Private room,35,2,0,0.0,0
Queens,Private room,50,4,2,0.03,0
Manhattan,Private room,60,2,58,5.67,0
Brooklyn,Private room,57,1,1,0.17,0
Brooklyn,Private room,135,2,79,1.49,0
Manhattan,Private room,59,6,3,0.17,0
Manhattan,Shared room,75,1,43,0.61,2
Queens,Private room,50,2,0,0.0,0
Brooklyn,Private room,100,2,273,2.85,0
Brooklyn,Private room,60,3,1,0.07,0
Brooklyn,Private room,60,6,3,0.14,0
Brooklyn,Entire home/apt,240,3,14,0.21,1
Brooklyn,Entire home/apt,305,2,1,1.0,1
Queens,Entire home/apt,250,3,184,2.65,1
Manhattan,Private room,100,1,51,2.11,0
Brooklyn,Entire home/apt,220,2,0,0.0,1
Brooklyn,Private room,40,5,19,0.62,0
Queens,Private room,82,2,116,2.1,0
Manhattan,Entire home/apt,280,2,29,0.59,1
Manhattan,Private room,40,2,9,0.2,0
Manhattan,Private room,90,1,0,0.0,0
Manhattan,Private room,88,1,1,0.04,0
Brooklyn,Entire home/apt,85,2,67,2.85,1
Brooklyn,Entire home/apt,63,1,0,0.0,1
Manhattan,Entire home/apt,299,2,0,0.0,1
Manhattan,Private room,299,1,0,0.0,0
Manhattan,Entire home/apt,186,7,0,0.0,1
Queens,Entire home/apt,190,3,15,1.76,1
Manhattan,Entire home/apt,135,7,2,0.04,1
Brooklyn,Private room,45,1,4,0.34,0
Brooklyn,Private room,95,4,16,0.46,0
Brooklyn,Entire home/apt,250,4,0,0.0,1
Brooklyn,Entire home/apt,110,2,17,2.51,1
Brooklyn,Entire home/apt,103,2,5,0.4,1
Manhattan,Private room,99,2,8,3.53,0
Queens,Private room,59,1,62,2.91,0
Manhattan,Entire home/apt,137,1,0,0.0,1
Queens,Entire home/apt,99,1,0,0.0,1
Brooklyn,Private room,69,5,6,0.1,0
Queens,Private room,53,1,189,3.9,0
Manhattan,Private room,54,2,26,1.73,0
Brooklyn,Entire home/apt,250,3,57,2.09,1
Brooklyn,Entire home/apt,120,2,92,2.02,1
Brooklyn,Private room,35,7,1,0.22,0
Brooklyn,Entire home/apt,99,1,5,5.0,1
Brooklyn,Entire home/apt,180,7,2,0.71,1
Manhattan,Entire home/apt,173,2,3,0.13,1
Brooklyn,Private room,90,3,4,3.53,0
Manhattan,Private room,110,3,6,0.84,0
Manhattan,Entire home/apt,179,1,9,0.21,1
Manhattan,Entire home/apt,150,2,0,0.0,1
Manhattan,Private room,50,1,0,0.0,0
Manhattan,Private room,77,2,9,2.5,0
Manhattan,Entire home/apt,295,10,11,0.14,1
Brooklyn,Entire home/apt,86,7,1,0.02,1
Manhattan,Entire home/apt,98,3,233,3.97,1
Brooklyn,Private room,65,1,0,0.0,0
Manhattan,Private room,100,1,58,0.83,0
Queens,Entire home/apt,85,2,59,2.69,1
Brooklyn,Private room,60,2,0,0.0,0
Manhattan,Entire home/apt,186,2,109,3.42,1
Brooklyn,Private room,50,1,1,0.02,0
Brooklyn,Entire home/apt,180,3,35,0.71,1
Manhattan,Private room,100,1,4,0.99,0
Brooklyn,Private room,80,3,172,6.37,0
Bronx,Entire home/apt,130,1,38,3.68,1
Brooklyn,Entire home/apt,120,2,6,0.13,1
Manhattan,Entire home/apt,180,4,20,1.46,1
Manhattan,Entire home/apt,160,3,6,0.69,1
Manhattan,Entire home/apt,234,2,7,2.66,1
Manhattan,Entire home/apt,200,2,5,0.11,1
Brooklyn,Entire home/apt,150,2,19,0.42,1
Manhattan,Private room,98,5,30,1.97,0
Brooklyn,Private room,42,3,28,0.74,0
Brooklyn,Private room,111,1,74,2.28,0
Manhattan,Private room,29,7,0,0.0,0
Manhattan,Entire home/apt,300,3,1,0.02,1
Brooklyn,Entire home/apt,210,2,23,0.96,1
Brooklyn,Entire home/apt,210,3,4,0.11,1
Brooklyn,Entire home/apt,99,2,1,0.18,1
Brooklyn,Private room,35,3,13,0.16,0
Brooklyn,Entire home/apt,80,7,8,0.58,1
Queens,Private room,74,1,0,0.0,0
Manhattan,Private room,80,5,4,0.35,0
Manhattan,Private room,110,2,1,0.03,0
Manhattan,Private room,99,1,134,4.96,0
Manhattan,Private room,55,3,125,2.87,0
Manhattan,Private room,90,1,20,1.0,0
Brooklyn,Entire home/apt,225,2,51,1.51,1
Brooklyn,Private room,80,2,0,0.0,0
Queens,Entire home/apt,165,2,37,1.08,1
Manhattan,Entire home/apt,199,2,30,0.8,1
Brooklyn,Private room,38,1,48,2.64,0
Manhattan,Private room,65,4,2,0.05,0
Bronx,Entire home/apt,68,1,0,0.0,1
Manhattan,Entire home/apt,200,4,3,0.25,1
Brooklyn,Shared room,29,1,124,4.99,2
Brooklyn,Entire home/apt,249,2,6,0.98,1
Manhattan,Entire home/apt,120,1,11,0.3,1
Brooklyn,Shared room,35,2,16,0.81,2
Manhattan,Private room,125,1,54,4.34,0
Brooklyn,Entire home/apt,120,2,8,0.16,1
Brooklyn,Private room,85,7,1,0.03,0
Queens,Private room,33,1,17,6.46,0
Brooklyn,Entire home/apt,100,7,3,0.13,1
Brooklyn,Private room,70,2,8,0.59,0
Brooklyn,Entire home/apt,142,1,169,2.8,1
Bronx,Private room,34,1,2,0.05,0
Manhattan,Private room,220,1,0,0.0,0
Bronx,Private room,85,1,0,0.0,0
Manhattan,Private room,90,1,0,0.0,0
Brooklyn,Private room,41,1,1,0.45,0
Brooklyn,Entire home/apt,120,3,8,0.13,1
Brooklyn,Private room,40,2,1,0.04,0
Manhattan,Entire home/apt,198,3,0,0.0,1
Brooklyn,Private room,45,1,2,0.06,0
Brooklyn,Private room,250,5,0,0.0,0
Manhattan,Entire home/apt,149,1,1,0.02,1
Manhattan,Entire home/apt,249,1,67,1.25,1
Brooklyn,Entire home/apt,175,3,21,1.3,1
Brooklyn,Entire home/apt,165,7,5,0.09,1
Brooklyn,Entire home/apt,98,5,11,0.18,1
Queens,Private room,70,1,0,0.0,0
Queens,Shared room,300,1,0,0.0,2
Manhattan,Private room,199,2,75,4.04,0
Manhattan,Private room,112,1,0,0.0,0
Brooklyn,Private room,150,4,2,0.18,0
Queens,Private room,40,2,0,0.0,0
Manhattan,Private room,85,3,2,0.79,0
Brooklyn,Private room,53,1,10,0.38,0
Manhattan,Entire home/apt,199,1,20,5.17,1
Brooklyn,Entire home/apt,80,3,4,0.24,1
Brooklyn,Entire home/apt,125,2,1,0.05,1
Queens,Private room,40,1,33,1.33,0
Brooklyn,Entire home/apt,150,5,52,0.5,1
Queens,Entire home/apt,100,1,14,0.31,1
Manhattan,Entire home/apt,151,1,1,1.0,1
Manhattan,Private room,93,7,0,0.0,0
Manhattan,Entire home/apt,130,1,2,0.08,1
Manhattan,Private room,85,3,24,1.13,0
Brooklyn,Entire home/apt,57,8,0,0.0,1
Brooklyn,Private room,60,7,0,0.0,0
Manhattan,Entire home/apt,180,2,136,3.45,1
Manhattan,Private room,130,1,9,0.17,0
Queens,Private room,60,1,0,0.0,0
Brooklyn,Private room,60,1,0,0.0,0
Queens,Entire home/apt,170,3,116,1.96,1
Brooklyn,Private room,59,2,18,3.16,0
Brooklyn,Private room,50,1,2,0.04,0
Queens,Private room,45,1,2,1.4,0
Manhattan,Private room,99,2,81,2.51,0
Queens,Private room,44,5,1,0.16,0
Brooklyn,Private room,100,1,9,0.92,0
Brooklyn,Entire home/apt,215,2,198,1.72,1
Manhattan,Private room,100,1,1,0.1,0
Manhattan,Private room,100,1,1,1.0,0
Brooklyn,Entire home/apt,210,3,7,0.1,1
Manhattan,Entire home/apt,110,1,42,3.73,1
Manhattan,Private room,50,1,0,0.0,0
Manhattan,Private room,250,2,20,3.17,0
Manhattan,Entire home/apt,180,3,7,0.15,1
Manhattan,Entire home/apt,150,1,6,4.09,1
Manhattan,Entire home/apt,200,3,14,0.61,1
Manhattan,Entire home/apt,180,2,15,3.06,1
Staten Island,Private room,54,2,48,0.59,0
Manhattan,Entire home/apt,180,3,1,0.02,1
Brooklyn,Private room,58,2,0,0.0,0
Brooklyn,Entire home/apt,100,1,3,0.61,1
Brooklyn,Entire home/apt,199,2,31,0.52,1
Manhattan,Entire home/apt,150,2,25,0.66,1
Brooklyn,Private room,70,1,30,4.33,0
Brooklyn,Private room,85,1,16,0.77,0
Manhattan,Private room,75,4,23,0.45,0
Brooklyn,Private room,50,7,3,0.06,0
Manhattan,Private room,79,3,56,1.1,0
Manhattan,Entire home/apt,200,3,74,0.59,1
Manhattan,Private room,50,1,37,0.74,0
Queens,Private room,60,4,6,0.28,0
Brooklyn,Entire home/apt,130,2,31,1.24,1
Manhattan,Private room,250,1,0,0.0,0
Queens,Entire home/apt,150,7,0,0.0,1
Manhattan,Entire home/apt,120,2,2,0.27,1
Brooklyn,Entire home/apt,188,2,23,3.47,1
Brooklyn,Private room,70,3,2,0.32,0
Manhattan,Entire home/apt,95,4,0,0.0,1
Brooklyn,Private room,100,6,8,0.09,0
Queens,Private room,75,1,5,0.47,0
Brooklyn,Private room,65,2,71,3.65,0
Brooklyn,Private room,90,1,0,0.0,0
Manhattan,Private room,85,1,0,0.0,0
Queens,Entire home/apt,200,1,15,1.23,1
Brooklyn,Private room,99,6,148,2.09,0
Brooklyn,Entire home/apt,170,1,0,0.0,1
Manhattan,Private room,50,3,122,2.68,0
Brooklyn,Private room,35,1,45,2.83,0
Manhattan,Entire home/apt,150,5,0,0.0,1
Manhattan,Entire home/apt,250,1,1,0.16,1
Manhattan,Entire home/apt,230,3,0,0.0,1
Manhattan,Private room,97,3,120,3.04,0
Brooklyn,Entire home/apt,85,2,172,3.6,1
Brooklyn,Entire home/apt,125,3,0,0.0,1
Brooklyn,Private room,75,2,0,0.0,0
Brooklyn,Private room,150,1,1,0.18,0
Brooklyn,Entire home/apt,120,3,5,0.11,1
Manhattan,Private room,100,3,0,0.0,0
Staten Island,Entire home/apt,275,2,11,3.51,1
Manhattan,Entire home/apt,120,5,0,0.0,1
Brooklyn,Private room,40,6,10,0.21,0
Brooklyn,Private room,75,3,23,0.62,0
Manhattan,Entire home/apt,285,3,0,0.0,1
Queens,Private room,55,1,78,1.78,0
Queens,Entire home/apt,78,4,26,1.53,1
Queens,Private room,55,1,12,3.13,0
Manhattan,Private room,69,3,47,1.5,0
Brooklyn,Entire home/apt,90,3,3,1.18,1
Queens,Entire home/apt,165,2,3,0.08,1
Brooklyn,Private room,35,5,0,0.0,0
Brooklyn,Entire home/apt,85,2,3,0.08,1
Manhattan,Entire home/apt,140,2,4,0.09,1
Manhattan,Entire home/apt,170,5,13,0.3,1
Brooklyn,Entire home/apt,150,1,107,2.84,1
Brooklyn,Entire home/apt,250,3,2,0.22,1
Brooklyn,Entire home/apt,70,3,3,0.13,1
Bronx,Private room,35,2,4,4.0,0
Manhattan,Private room,75,7,5,0.51,0
Brooklyn,Private room,20,10,3,0.57,0
Brooklyn,Private room,70,3,121,2.63,0
Brooklyn,Private room,75,2,0,0.0,0
Manhattan,Entire home/apt,140,7,3,0.07,1
Brooklyn,Private room,34,3,0,0.0,0
Brooklyn,Entire home/apt,137,2,21,2.78,1
Brooklyn,Private room,60,1,4,4.0,0
Manhattan,Private room,100,3,0,0.0,0
Brooklyn,Entire home/apt,85,3,93,1.9,1
Queens,Entire home/apt,150,2,3,0.48,1
Manhattan,Private room,90,1,9,7.11,0
Brooklyn,Entire home/apt,189,1,52,2.88,1
Brooklyn,Private room,100,3,0,0.0,0
Brooklyn,Entire home/apt,119,2,27,0.58,1
Staten Island,Private room,55,2,88,4.73,0
Manhattan,Entire home/apt,119,1,12,0.45,1
Manhattan,Entire home/apt,160,4,32,3.1,1
Brooklyn,Private room,50,2,35,2.22,0
Brooklyn,Private room,60,2,14,0.58,0
Manhattan,Private room,75,2,41,1.57,0
Manhattan,Private room,95,2,10,4.55,0
Manhattan,Entire home/apt,160,1,27,3.28,1
Manhattan,Entire home/apt,275,3,1,0.03,1
Queens,Private room,29,1,26,3.84,0
Manhattan,Entire home/apt,130,3,11,0.56,1
Manhattan,Private room,150,1,1,0.02,0
Brooklyn,Private room,65,1,113,3.99,0
Queens,Private room,74,1,102,6.77,0
Manhattan,Entire home/apt,178,3,84,2.92,1
Manhattan,Entire home/apt,200,1,0,0.0,1
Brooklyn,Entire home/apt,125,2,6,6.0,1
Brooklyn,Private room,70,1,0,0.0,0
Manhattan,Private room,80,1,49,3.89,0
Manhattan,Private room,50,1,0,0.0,0
Brooklyn,Private room,45,4,37,0.64,0
Brooklyn,Private room,100,3,15,0.24,0
Brooklyn,Entire home/apt,175,3,38,4.15,1
Brooklyn,Entire home/apt,289,3,128,2.89,1
Brooklyn,Entire home/apt,225,2,1,0.06,1
Manhattan,Private room,100,1,1,0.04,0
Manhattan,Entire home/apt,299,2,11,5.79,1
Brooklyn,Private room,65,1,0,0.0,0
Brooklyn,Entire home/apt,150,3,7,0.8,1
Brooklyn,Entire home/apt,120,2,27,0.35,1
Queens,Private room,50,1,0,0.0,0
Manhattan,Private room,73,1,116,4.07,0
Manhattan,Private room,60,3,10,0.23,0
Brooklyn,Private room,70,7,73,0.94,0
Manhattan,Private room,120,1,2,0.06,0
Manhattan,Private room,149,2,5,0.3,0
Bronx,Entire home/apt,95,1,227,5.65,1
Brooklyn,Entire home/apt,85,7,3,0.14,1
Staten Island,Entire home/apt,175,1,0,0.0,1
Queens,Entire home/apt,298,2,12,1.51,1
Manhattan,Private room,100,3,3,0.07,0
Manhattan,Entire home/apt,220,3,28,0.5,1
Queens,Private room,40,3,11,0.33,0
Brooklyn,Private room,100,3,10,0.55,0
Brooklyn,Entire home/apt,160,2,91,3.35,1
